gene_id,symbol,entrez_gid,transcript_name,ensembl_tid,full_name
"27754","Rex1bd","306348","Rex1bd-201","ENSRNOT00000063780","required for excision 1-B domain containing"
"27755","Dnajc18","291677","Dnajc18-201","ENSRNOT00000027194","DnaJ heat shock protein family (Hsp40) member C18"
"27756","Lypd3","60378","Lypd3-201","ENSRNOT00000027100","Ly6/Plaur domain containing 3"
"27757","Tmem219","308986","Tmem219-201","ENSRNOT00000027094","transmembrane protein 219"
"27758","Rbm34","307956","Rbm34-201","ENSRNOT00000027145","RNA binding motif protein 34"
"27759","Map2k2","58960","Map2k2-201","ENSRNOT00000027272","mitogen activated protein kinase kinase 2"
"27760","Wdr90","102555298","Wdr90-201","ENSRNOT00000027121","WD repeat domain 90"
"27761","Kctd13","293497","Kctd13-201","ENSRNOT00000027129","potassium channel tetramerization domain containing 13"
"27762","Psrc1","691380","Psrc1-201","ENSRNOT00000055880","proline and serine rich coiled-coil 1"
"27763","Myh14","308572","Myh14-202","ENSRNOT00000091760","myosin heavy chain 14"
"27764","Wbp1l","309456","Wbp1l-201","ENSRNOT00000027118","WW domain binding protein 1-like"
"27765","Psmc3ip","140938","Psmc3ip-201","ENSRNOT00000027159","PSMC3 interacting protein"
"27766","Arhgef2","310635","Arhgef2-205","ENSRNOT00000092951","Rho/Rac guanine nucleotide exchange factor 2"
"27767","Pcdhb22","307486","Pcdhb22-201","ENSRNOT00000027133","protocadherin beta 22"
"27768","Mcrip2","685545","Mcrip2-201","ENSRNOT00000027170","MAPK regulated co-repressor interacting protein 2"
"27769","Crlf1","290655","Crlf1-201","ENSRNOT00000060097","cytokine receptor-like factor 1"
"27770","Cyp17a1","25146","Cyp17a1-201","ENSRNOT00000027160","cytochrome P450, family 17, subfamily a, polypeptide 1"
"27771","Chpf","316533","Chpf-201","ENSRNOT00000027165","chondroitin polymerizing factor"
"27772","Slc5a2","64522","Slc5a2-201","ENSRNOT00000027265","solute carrier family 5 member 2"
"27773","Drgx","252880","Drgx-201","ENSRNOT00000027186","dorsal root ganglia homeobox"
"27774","Tut1","499314","Tut1-201","ENSRNOT00000027187","terminal uridylyl transferase 1, U6 snRNA-specific"
"27775","Slc7a6os","246187","Slc7a6os-201","ENSRNOT00000027200","solute carrier family 7, member 6 opposite strand"
"27776","Retreg3","360632","Retreg3-201","ENSRNOT00000027217","reticulophagy regulator family member 3"
"27777","Celsr2","83465","Celsr2-201","ENSRNOT00000027263","cadherin, EGF LAG seven-pass G-type receptor 2"
"27778","Atf5","282840","Atf5-201","ENSRNOT00000027260","activating transcription factor 5"
"27779","LOC108348233","108348233","LOC108348233-201","ENSRNOT00000027172","protocadherin beta-6-like"
"27780","Nfkbib","81525","Nfkbib-201","ENSRNOT00000027212","NFKB inhibitor beta"
"27781","Rab40c","359728","Rab40c-201","ENSRNOT00000027266","Rab40c, member RAS oncogene family"
"27782","Ndufaf3","56769","Ndufaf3-201","ENSRNOT00000027262","NADH:ubiquinone oxidoreductase complex assembly factor 3"
"27783","Pcdhb9","680047","Pcdhb9-201","ENSRNOT00000027188","protocadherin beta 9"
"27784","Borcs7","294012","Borcs7-201","ENSRNOT00000027196","BLOC-1 related complex subunit 7"
"27785","Vstm4","361112","Vstm4-201","ENSRNOT00000027198","V-set and transmembrane domain containing 4"
"27786","Lrrc18","306278","Lrrc18-201","ENSRNOT00000027204","leucine rich repeat containing 18"
"27787","As3mt","140925","As3mt-201","ENSRNOT00000027223","arsenite methyltransferase"
"27788","Scly","363285","Scly-201","ENSRNOT00000027220","selenocysteine lyase"
"27789","Aar2","296312","Aar2-202","ENSRNOT00000086425","AAR2 splicing factor"
"27790","Zfp90","498945","Zfp90-201","ENSRNOT00000027209","zinc finger protein 90"
"27791","Klhl26","290657","Klhl26-201","ENSRNOT00000027241","kelch-like family member 26"
"27792","Inha","24504","Inha-201","ENSRNOT00000027227","inhibin subunit alpha"
"27793","Sirt2","361532","Sirt2-202","ENSRNOT00000084839","sirtuin 2"
"27794","Klhl30","316624","Klhl30-201","ENSRNOT00000027232","kelch-like family member 30"
"27795","Tnfrsf4","25572","Tnfrsf4-201","ENSRNOT00000027251","TNF receptor superfamily member 4"
"27796","Stk11ip","301535","Stk11ip-201","ENSRNOT00000027256","serine/threonine kinase 11 interacting protein"
"27797","Cnnm2","294014","Cnnm2-201","ENSRNOT00000054699","cyclin and CBS domain divalent metal cation transport mediator 2"
"27798","Ilkap","64538","Ilkap-201","ENSRNOT00000027295","ILK associated serine/threonine phosphatase"
"27799","Pcdha13","394223","Pcdha13-204","ENSRNOT00000027383","protocadherin alpha 11"
"27800","Lrrc51","293156","Lrrc51-201","ENSRNOT00000027261","leucine rich repeat containing 51"
"27801","Cdh3","116777","Cdh3-201","ENSRNOT00000027273","cadherin 3"
"27802","Arhgef1","60323","Arhgef1-201","ENSRNOT00000065865","Rho guanine nucleotide exchange factor 1"
"27803","Tgm1","60335","Tgm1-201","ENSRNOT00000027315","transglutaminase 1"
"27804","Slc4a3","24781","Slc4a3-201","ENSRNOT00000027337","solute carrier family 4 member 3"
"27805","Khdc4","361980","Khdc4-201","ENSRNOT00000027385","KH domain containing 4, pre-mRNA splicing factor"
"27806","Pigq","287159","Pigq-201","ENSRNOT00000027353","phosphatidylinositol glycan anchor biosynthesis, class Q"
"27807","RGD1310127","361654","RGD1310127-201","ENSRNOT00000027290","RUS family member 1"
"27808","Il18bp","84388","Il18bp-201","ENSRNOT00000027301","interleukin 18 binding protein"
"27809","Cdh1","83502","Cdh1-201","ENSRNOT00000027346","cadherin 1"
"27810","Supt3h","685697","Supt3h-201","ENSRNOT00000027293","SPT3 homolog, SAGA and STAGA complex component"
"27811","Zbtb7a","117107","Zbtb7a-201","ENSRNOT00000027323","zinc finger and BTB domain containing 7a"
"27812","Ahsp","293522","Ahsp-201","ENSRNOT00000027297","alpha hemoglobin stabilizing protein"
"27813","Reep5","364838","Reep5-201","ENSRNOT00000027345","receptor accessory protein 5"
"27814","Tie1","89806","Tie1-202","ENSRNOT00000093097","tyrosine kinase with immunoglobulin-like and EGF-like domains 1"
"27815","Rnf121","308871","Rnf121-201","ENSRNOT00000027321","ring finger protein 121"
"27816","Cope","290659","Cope-205","ENSRNOT00000092425","COPI coat complex subunit epsilon"
"27817","Nt5c2","100363253","Nt5c2-201","ENSRNOT00000027351","5'-nucleotidase, cytosolic II"
"27818","Mvp","64681","Mvp-201","ENSRNOT00000027360","major vault protein"
"27819","Wdr6","301007","Wdr6-201","ENSRNOT00000027411","WD repeat domain 6"
"27820","LOC102549471","64573","LOC102549471-202","ENSRNOT00000048172","transient receptor potential cation channel subfamily C member 2"
"27821","Tinf2","290232","Tinf2-201","ENSRNOT00000027362","TERF1 interacting nuclear factor 2"
"27822","Tbc1d17","292886","Tbc1d17-201","ENSRNOT00000027436","TBC1 domain family, member 17"
"27823","Hes6","316626","Hes6-201","ENSRNOT00000066346","hes family bHLH transcription factor 6"
"27824","Scgb1a1","25575","Scgb1a1-201","ENSRNOT00000027342","secretoglobin family 1A member 1"
"27825","RGD1311517","313775","RGD1311517-201","ENSRNOT00000027347","similar to RIKEN cDNA 9430015G10"
"27826","Yif1a","171441","Yif1a-201","ENSRNOT00000027406","Yip1 interacting factor homolog A, membrane trafficking protein"
"27827","Asrgl1","246307","Asrgl1-201","ENSRNOT00000027459","asparaginase and isoaspartyl peptidase 1"
"27828","Srp19","291685","Srp19-201","ENSRNOT00000027418","signal recognition particle 19"
"27829","Agrn","25592","Agrn-201","ENSRNOT00000045678","agrin"
"27830","Ctsd","171293","Ctsd-201","ENSRNOT00000027407","cathepsin D"
"27831","Prr35","302999","Prr35-201","ENSRNOT00000027371","proline rich 35"
"27832","Tubg1","252921","Tubg1-201","ENSRNOT00000027370","tubulin, gamma 1"
"27833","Gmpr2","192357","Gmpr2-201","ENSRNOT00000067150","guanosine monophosphate reductase 2"
"27834","Dlgap4","286930","Dlgap4-201","ENSRNOT00000037177","DLG associated protein 4"
"27835","Homer3","29548","Homer3-201","ENSRNOT00000027428","homer scaffold protein 3"
"27836","Pias4","362827","Pias4-201","ENSRNOT00000027441","protein inhibitor of activated STAT, 4"
"27837","Rabac1","83583","Rabac1-201","ENSRNOT00000027435","Rab acceptor 1"
"27838","Hnrnpl","80846","Hnrnpl-201","ENSRNOT00000027425","heterogeneous nuclear ribonucleoprotein L"
"27839","Plekhh3","360634","Plekhh3-201","ENSRNOT00000027452","pleckstrin homology, MyTH4 and FERM domain containing H3"
"27840","Capn15","303000","Capn15-201","ENSRNOT00000027430","calpain 15"
"27841","Art5","259167","Art5-201","ENSRNOT00000055243","ADP-ribosyltransferase 5"
"27842","Perm1","313776","Perm1-201","ENSRNOT00000027476","PPARGC1 and ESRR induced regulator, muscle 1"
"27843","Syt8","60566","Syt8-201","ENSRNOT00000027454","synaptotagmin 8"
"27844","Myl9","296313","Myl9-201","ENSRNOT00000027445","myosin light chain 9"
"27845","Cnih2","361705","Cnih2-201","ENSRNOT00000027421","cornichon family AMPA receptor auxiliary protein 2"
"27846","Ina","24503","Ina-201","ENSRNOT00000027417","internexin neuronal intermediate filament protein, alpha"
"27847","Pcgf6","309457","Pcgf6-201","ENSRNOT00000027450","polycomb group ring finger 6"
"27848","Art1","308873","Art1-201","ENSRNOT00000027427","ADP-ribosyltransferase 1"
"27849","Per2","63840","Per2-201","ENSRNOT00000027506","period circadian regulator 2"
"27850","Sars1","266975","Sars1-201","ENSRNOT00000033015","seryl-tRNA synthetase 1"
"27851","RGD1305347","362576","RGD1305347-202","ENSRNOT00000092813","similar to RIKEN cDNA 2610528J11"
"27852","Atp1a3","24213","Atp1a3-201","ENSRNOT00000027497","ATPase Na+/K+ transporting subunit alpha 3"
"27853","Dhrs1","290234","Dhrs1-201","ENSRNOT00000027511","dehydrogenase/reductase 1"
"27854","Eef2","29565","Eef2-201","ENSRNOT00000047450","eukaryotic translation elongation factor 2"
"27855","Sugp2","361126","Sugp2-201","ENSRNOT00000027457","SURP and G patch domain containing 2"
"27856","Tial1","361655","Tial1-201","ENSRNOT00000027463","Tia1 cytotoxic granule-associated RNA binding protein-like 1"
"27857","5330417C22Rik","362019","5330417C22Rik-201","ENSRNOT00000027493","endosome-lysosome associated apoptosis and autophagy regulator 1"
"27858","Taf5","294018","Taf5-201","ENSRNOT00000027482","TATA-box binding protein associated factor 5"
"27859","Ccr10","363682","Ccr10-201","ENSRNOT00000027458","C-C motif chemokine receptor 10"
"27860","Tnni2","29389","Tnni2-203","ENSRNOT00000076187","troponin I2, fast skeletal type"
"27861","Cntnap1","84008","Cntnap1-201","ENSRNOT00000027505","contactin associated protein 1"
"27862","Syt11","60568","Syt11-201","ENSRNOT00000027474","synaptotagmin 11"
"27863","Armc6","","Armc6-201","ENSRNOT00000027550","NA"
"27864","Kif22","293502","Kif22-201","ENSRNOT00000027525","kinesin family member 22"
"27865","Prkar2a","29699","Prkar2a-201","ENSRNOT00000027552","protein kinase cAMP-dependent type II regulatory subunit alpha"
"27866","Slc25a20","117035","Slc25a20-201","ENSRNOT00000027520","solute carrier family 25 member 20"
"27867","Akt1s1","292887","Akt1s1-201","ENSRNOT00000027478","AKT1 substrate 1"
"27868","Chrna10","64574","Chrna10-201","ENSRNOT00000027507","cholinergic receptor nicotinic alpha 10 subunit"
"27869","Scgb1d2","309203","Scgb1d2-201","ENSRNOT00000027492","secretoglobin, family 1D, member 2"
"27870","Plekhn1","298694","Plekhn1-201","ENSRNOT00000038556","pleckstrin homology domain containing N1"
"27871","Gon4l","499653","Gon4l-201","ENSRNOT00000056789","gon-4 like"
"27872","Bag3","293524","Bag3-201","ENSRNOT00000027616","BAG cochaperone 3"
"27873","Klc2","309159","Klc2-201","ENSRNOT00000041238","kinesin light chain 2"
"27874","Lsp1","361680","Lsp1-201","ENSRNOT00000054864","lymphocyte-specific protein 1"
"27875","Scgb1d4","293731","Scgb1d4-201","ENSRNOT00000027498","secretoglobin family 1D member 4"
"27876","Pdcd11","309458","Pdcd11-201","ENSRNOT00000027512","programmed cell death 11"
"27877","RGD1309139","362020","RGD1309139-201","ENSRNOT00000027504","similar to CG5435-PA"
"27878","Ech1","64526","Ech1-201","ENSRNOT00000027537","enoyl-CoA hydratase 1"
"27879","Gfra3","84422","Gfra3-201","ENSRNOT00000027544","GDNF family receptor alpha 3"
"27880","Grik5","24407","Grik5-201","ENSRNOT00000027578","glutamate ionotropic receptor kainate type subunit 5"
"27881","Taf13","310784","Taf13-201","ENSRNOT00000027530","TATA-box binding protein associated factor 13"
"27882","Rab5if","296315","Rab5if-201","ENSRNOT00000027539","RAB5 interacting factor"
"27883","Pnkp","308576","Pnkp-202","ENSRNOT00000083551","polynucleotide kinase 3'-phosphatase"
"27884","Nop9","290235","Nop9-201","ENSRNOT00000027604","NOP9 nucleolar protein"
"27885","Asb1","316628","Asb1-201","ENSRNOT00000027528","ankyrin repeat and SOCS box-containing 1"
"27886","Calhm2","294019","Calhm2-201","ENSRNOT00000027526","calcium homeostasis modulator family member 2"
"27887","Wdr47","310785","Wdr47-201","ENSRNOT00000055862","WD repeat domain 47"
"27888","Tnnt3","24838","Tnnt3-201","ENSRNOT00000040598","troponin T3, fast skeletal type"
"27889","Utp4","291987","Utp4-201","ENSRNOT00000027553","UTP4 small subunit processome component"
"27890","Ezh1","303547","Ezh1-201","ENSRNOT00000027640","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"27891","Lgals4","25474","Lgals4-201","ENSRNOT00000041205","galectin 4"
"27892","Neurl1","309459","Neurl1-202","ENSRNOT00000076452","neuralized E3 ubiquitin protein ligase 1"
"27893","Brd8","291691","Brd8-202","ENSRNOT00000087968","bromodomain containing 8"
"27894","Slc25a42","689414","Slc25a42-201","ENSRNOT00000027615","solute carrier family 25, member 42"
"27895","Nup98","81738","Nup98-201","ENSRNOT00000027575","nucleoporin 98 and 96 precursor"
"27896","Rab3il1","171452","Rab3il1-201","ENSRNOT00000027611","RAB3A interacting protein-like 1"
"27897","Vps4a","246772","Vps4a-201","ENSRNOT00000050612","vacuolar protein sorting 4 homolog A"
"27898","Mrpl23","64360","Mrpl23-201","ENSRNOT00000027585","mitochondrial ribosomal protein L23"
"27899","Twist2","59327","Twist2-201","ENSRNOT00000027597","twist family bHLH transcription factor 2"
"27900","Zfp846","363022","Zfp846-201","ENSRNOT00000068461","zinc finger protein 846"
"27901","Msto1","295237","Msto1-201","ENSRNOT00000027579","misato mitochondrial distribution and morphology regulator 1"
"27902","Ptov1","292888","Ptov1-201","ENSRNOT00000027580","PTOV1, extended AT-hook containing adaptor protein"
"27903","Clcc1","170927","Clcc1-202","ENSRNOT00000051701","chloride channel CLIC-like 1"
"27904","Ip6k2","59268","Ip6k2-202","ENSRNOT00000077078","inositol hexakisphosphate kinase 2"
"27905","Med25","292889","Med25-201","ENSRNOT00000027675","mediator complex subunit 25"
"27906","Fbxl12","313782","Fbxl12-201","ENSRNOT00000068308","F-box and leucine-rich repeat protein 12"
"27907","Igf2","24483","Igf2-201","ENSRNOT00000050760","insulin-like growth factor 2"
"27908","Pgap2","116675","Pgap2-204","ENSRNOT00000076894","post-GPI attachment to proteins 2"
"27909","Hdac4","363287","Hdac4-201","ENSRNOT00000027622","histone deacetylase 4"
"27910","Dap3","295238","Dap3-201","ENSRNOT00000027608","death associated protein 3"
"27911","Tmem8a","303004","Tmem8a-202","ENSRNOT00000079826","post-glycosylphosphatidylinositol attachment to proteins 6"
"27912","Stn1","294025","Stn1-201","ENSRNOT00000027614","STN1 subunit of CST complex"
"27913","Cideb","364388","Cideb-201","ENSRNOT00000027612","cell death-inducing DFFA-like effector b"
"27914","Cog8","291990","Cog8-201","ENSRNOT00000066312","component of oligomeric golgi complex 8"
"27915","Lgals7","29518","Lgals7-202","ENSRNOT00000084393","galectin 7"
"27916","Ltb4r2","114098","Ltb4r2-201","ENSRNOT00000027619","leukotriene B4 receptor 2"
"27917","Dapk3","64391","Dapk3-201","ENSRNOT00000027634","death-associated protein kinase 3"
"27918","Fam13b","291694","Fam13b-201","ENSRNOT00000027663","family with sequence similarity 13, member B"
"27919","Fads3","286922","Fads3-201","ENSRNOT00000027693","fatty acid desaturase 3"
"27920","Ash1l","310638","Ash1l-201","ENSRNOT00000027629","ASH1 like histone lysine methyltransferase"
"27921","Inpp5f","309008","Inpp5f-201","ENSRNOT00000027630","inositol polyphosphate-5-phosphatase F"
"27922","Tmem161a","364535","Tmem161a-201","ENSRNOT00000027639","transmembrane protein 161A"
"27923","Nip7","192180","Nip7-201","ENSRNOT00000027653","nucleolar pre-rRNA processing protein NIP7"
"27924","Stxbp3","114095","Stxbp3-201","ENSRNOT00000027666","syntaxin binding protein 3"
"27925","Ltb4r","59264","Ltb4r-201","ENSRNOT00000027647","leukotriene B4 receptor"
"27926","Mef2b","498607","Mef2b-201","ENSRNOT00000027661","myocyte enhancer factor 2B"
"27927","Adcy4","54223","Adcy4-201","ENSRNOT00000027719","adenylate cyclase 4"
"27928","Ins2","24506","Ins2-201","ENSRNOT00000027656","insulin 2"
"27929","Tmed6","291991","Tmed6-201","ENSRNOT00000027686","transmembrane p24 trafficking protein 6"
"27930","Atcay","362826","Atcay-201","ENSRNOT00000041325","ATCAY kinesin light chain interacting caytaxin"
"27931","Th","25085","Th-201","ENSRNOT00000027682","tyrosine hydroxylase"
"27932","Sec23ip","309010","Sec23ip-201","ENSRNOT00000027665","SEC23 interacting protein"
"27933","Sf3b2","293671","Sf3b2-201","ENSRNOT00000068497","splicing factor 3b, subunit 2"
"27934","Zfr2","314639","Zfr2-201","ENSRNOT00000061132","zinc finger RNA binding protein 2"
"27935","Gsk3a","50686","Gsk3a-202","ENSRNOT00000084530","glycogen synthase kinase 3 alpha"
"27936","Pklr","24651","Pklr-201","ENSRNOT00000027700","pyruvate kinase L/R"
"27937","Apc","24205","Apc-201","ENSRNOT00000027691","APC regulator of WNT signaling pathway"
"27938","Plpp4","309014","Plpp4-201","ENSRNOT00000027681","phospholipid phosphatase 4"
"27939","Stim1","361618","Stim1-201","ENSRNOT00000027685","stromal interaction molecule 1"
"27940","Erf","292721","Erf-201","ENSRNOT00000027684","Ets2 repressor factor"
"27941","Borcs8","688966","Borcs8-201","ENSRNOT00000064090","BLOC-1 related complex subunit 8"
"27942","Wdr11","309016","Wdr11-201","ENSRNOT00000027704","WD repeat domain 11"
"27943","Matk","60450","Matk-201","ENSRNOT00000027730","megakaryocyte-associated tyrosine kinase"
"27944","Actn4","63836","Actn4-201","ENSRNOT00000027773","actinin alpha 4"
"27945","Ascl2","24209","Ascl2-201","ENSRNOT00000027688","achaete-scute family bHLH transcription factor 2"
"27946","Terf2","361403","Terf2-201","ENSRNOT00000027695","telomeric repeat binding factor 2"
"27947","Prpf38b","499691","Prpf38b-201","ENSRNOT00000027738","pre-mRNA processing factor 38B"
"27948","Fads2","83512","Fads2-201","ENSRNOT00000027756","fatty acid desaturase 2"
"27949","Ubl5","500954","Ubl5-201","ENSRNOT00000027749","ubiquitin-like 5"
"27950","Tsks","292890","Tsks-201","ENSRNOT00000049584","testis-specific serine kinase substrate"
"27951","Hcn3","114245","Hcn3-201","ENSRNOT00000027785","hyperpolarization-activated cyclic nucleotide-gated potassium channel 3"
"27952","Slc26a6","301010","Slc26a6-201","ENSRNOT00000027762","solute carrier family 26 member 6"
"27953","Cd81","25621","Cd81-201","ENSRNOT00000027760","Cd81 molecule"
"27954","Nsmce4a","","Nsmce4a-201","ENSRNOT00000027721","NA"
"27955","Cst6","171096","Cst6-201","ENSRNOT00000027727","cystatin E/M"
"27956","Nucb2","59295","Nucb2-201","ENSRNOT00000027752","nucleobindin 2"
"27957","Tacc2","309025","Tacc2-202","ENSRNOT00000054937","transforming, acidic coiled-coil containing protein 2"
"27958","Eif1ad","293673","Eif1ad-201","ENSRNOT00000027753","eukaryotic translation initiation factor 1A domain containing"
"27959","Mrpl54","299628","Mrpl54-201","ENSRNOT00000027737","mitochondrial ribosomal protein L54"
"27960","Ripk3","246240","Ripk3-201","ENSRNOT00000027759","receptor-interacting serine-threonine kinase 3"
"27961","Apba3","83611","Apba3-201","ENSRNOT00000027784","amyloid beta precursor protein binding family A member 3"
"27962","Stard4","291699","Stard4-201","ENSRNOT00000027755","StAR-related lipid transfer domain containing 4"
"27963","Slc25a24","310791","Slc25a24-201","ENSRNOT00000027765","solute carrier family 25 member 24"
"27964","Pin1","298696","Pin1-201","ENSRNOT00000027818","peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
"27965","Sart1","29678","Sart1-201","ENSRNOT00000027811","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP"
"27966","Camk4","25050","Camk4-201","ENSRNOT00000027771","calcium/calmodulin-dependent protein kinase IV"
"27967","Pik3c2a","361632","Pik3c2a-201","ENSRNOT00000055120","phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha"
"27968","Fads1","84575","Fads1-201","ENSRNOT00000027834","fatty acid desaturase 1"
"27969","Pafah1b3","114113","Pafah1b3-201","ENSRNOT00000027774","platelet-activating factor acetylhydrolase 1b, catalytic subunit 3"
"27970","Nfatc4","305897","Nfatc4-202","ENSRNOT00000089584","nuclear factor of activated T-cells 4"
"27971","Vav3","295378","Vav3-201","ENSRNOT00000027813","vav guanine nucleotide exchange factor 3"
"27972","Bcl2l12","361567","Bcl2l12-201","ENSRNOT00000027777","BCL2 like 12"
"27973","Coa3","498000","Coa3-201","ENSRNOT00000027782","cytochrome C oxidase assembly factor 3"
"27974","Luc7l","360503","Luc7l-201","ENSRNOT00000060078","LUC7-like"
"27975","Plekha1","361659","Plekha1-201","ENSRNOT00000027836","pleckstrin homology domain containing A1"
"27976","Scamp3","365842","Scamp3-201","ENSRNOT00000027793","CDC-like kinase 2"
"27977","Tjp3","314640","Tjp3-202","ENSRNOT00000089004","tight junction protein 3"
"27978","Map4k1","292763","Map4k1-201","ENSRNOT00000027837","mitogen activated protein kinase kinase kinase kinase 1"
"27979","Khnyn","498517","Khnyn-201","ENSRNOT00000027802","KH and NYN domain containing"
"27980","Becn1","114558","Becn1-204","ENSRNOT00000076489","beclin 1"
"27981","Sox6","293165","Sox6-201","ENSRNOT00000048020","SRY-box transcription factor 6"
"27982","Prrg2","361570","Prrg2-202","ENSRNOT00000082560","proline rich and Gla domain 2"
"27983","Fam189b","310640","Fam189b-201","ENSRNOT00000027828","family with sequence similarity 189, member B"
"27984","Col5a3","60379","Col5a3-201","ENSRNOT00000027897","collagen type V alpha 3 chain"
"27985","Mau2","290668","Mau2-201","ENSRNOT00000027846","MAU2 sister chromatid cohesion factor"
"27986","Drap1","293674","Drap1-201","ENSRNOT00000038138","Dr1 associated protein 1"
"27987","Cnfn","365217","Cnfn-201","ENSRNOT00000027845","cornifelin"
"27988","Fen1","84490","Fen1-201","ENSRNOT00000027842","flap structure-specific endonuclease 1"
"27989","Kcnq1","84020","Kcnq1-201","ENSRNOT00000027875","potassium voltage-gated channel subfamily Q member 1"
"27990","Htra1","65164","Htra1-201","ENSRNOT00000027860","HtrA serine peptidase 1"
"27991","Hbz","287168","Hbz-201","ENSRNOT00000027851","hemoglobin subunit zeta"
"27992","Muc1","24571","Muc1-201","ENSRNOT00000027850","mucin 1, cell surface associated"
"27993","Nprl3","360505","Nprl3-202","ENSRNOT00000089435","NPR3-like, GATOR1 complex subunit"
"27994","Krtcap2","295243","Krtcap2-202","ENSRNOT00000076458","keratinocyte associated protein 2"
"27995","Nosip","292894","Nosip-202","ENSRNOT00000079189","nitric oxide synthase interacting protein"
"27996","Sdr39u1","361044","Sdr39u1-201","ENSRNOT00000064643","short chain dehydrogenase/reductase family 39U, member 1"
"27997","Lipe","25330","Lipe-201","ENSRNOT00000027910","lipase E, hormone sensitive type"
"27998","Bles03","266609","Bles03-201","ENSRNOT00000027869","basophilic leukemia expressed protein BLES03"
"27999","Fosl1","25445","Fosl1-201","ENSRNOT00000027891","FOS like 1, AP-1 transcription factor subunit"
"28000","Slc50a1","295245","Slc50a1-201","ENSRNOT00000027878","solute carrier family 50 member 1"
"28001","Ryr1","114207","Ryr1-202","ENSRNOT00000079473","ryanodine receptor 1"
"28002","Slc22a18","309131","Slc22a18-201","ENSRNOT00000027925","solute carrier family 22, member 18"
"28003","Cma1","25627","Cma1-201","ENSRNOT00000067539","chymase 1"
"28004","Fibp","282837","Fibp-201","ENSRNOT00000027927","FGF1 intracellular binding protein"
"28005","Mpg","24561","Mpg-201","ENSRNOT00000027940","N-methylpurine-DNA glycosylase"
"28006","Efna1","94268","Efna1-201","ENSRNOT00000027920","ephrin A1"
"28007","Pip5k1c","314641","Pip5k1c-201","ENSRNOT00000061159","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma"
"28008","Ceacam1","81613","Ceacam1-203","ENSRNOT00000051892","CEA cell adhesion molecule 1"
"28009","Col7a1","301012","Col7a1-201","ENSRNOT00000027994","collagen type VII alpha 1 chain"
"28010","Shfl","500956","Shfl-201","ENSRNOT00000027949","shiftless antiviral inhibitor of ribosomal frameshifting"
"28011","Fcgrt","29558","Fcgrt-201","ENSRNOT00000027944","Fc fragment of IgG receptor and transporter"
"28012","Tbxa2r","24816","Tbxa2r-201","ENSRNOT00000027932","thromboxane A2 receptor"
"28013","Efemp2","293677","Efemp2-203","ENSRNOT00000080520","EGF containing fibulin extracellular matrix protein 2"
"28014","Efna4","310643","Efna4-202","ENSRNOT00000086916","ephrin A4"
"28015","Adam15","57025","Adam15-201","ENSRNOT00000027970","ADAM metallopeptidase domain 15"
"28016","Rhbdf1","303008","Rhbdf1-201","ENSRNOT00000027965","rhomboid 5 homolog 1"
"28017","Rps11","81774","Rps11-202","ENSRNOT00000093220","ribosomal protein S11"
"28018","Dmac2","361520","Dmac2-201","ENSRNOT00000027960","distal membrane arm assembly complex 2"
"28019","RGD1305014","309029","RGD1305014-201","ENSRNOT00000027956","similar to RIKEN cDNA 2310057M21"
"28020","Hmg20b","362825","Hmg20b-201","ENSRNOT00000028002","high mobility group 20 B"
"28021","Angptl6","298698","Angptl6-201","ENSRNOT00000027963","angiopoietin-like 6"
"28022","Pstk","361661","Pstk-201","ENSRNOT00000027967","phosphoseryl-tRNA kinase"
"28023","Bckdha","25244","Bckdha-201","ENSRNOT00000027995","branched chain keto acid dehydrogenase E1 subunit alpha"
"28024","Ppan","298699","Ppan-201","ENSRNOT00000027973","peter pan homolog"
"28025","Phlda2","293637","Phlda2-201","ENSRNOT00000027972","pleckstrin homology-like domain, family A, member 2"
"28026","Nap1l4","361684","Nap1l4-201","ENSRNOT00000054862","nucleosome assembly protein 1-like 4"
"28027","Mus81","293678","Mus81-201","ENSRNOT00000028015","MUS81 structure-specific endonuclease subunit"
"28028","Eif3g","298700","Eif3g-201","ENSRNOT00000027985","eukaryotic translation initiation factor 3, subunit G"
"28029","Ppp1r32","252958","Ppp1r32-201","ENSRNOT00000028003","protein phosphatase 1, regulatory subunit 32"
"28030","Cilp2","306356","Cilp2-201","ENSRNOT00000027990","cartilage intermediate layer protein 2"
"28031","Aldh16a1","361571","Aldh16a1-203","ENSRNOT00000093319","aldehyde dehydrogenase 16 family, member A1"
"28032","Acadsb","25618","Acadsb-201","ENSRNOT00000027999","acyl-CoA dehydrogenase, short/branched chain"
"28033","Mcpt1","29266","Mcpt1-201","ENSRNOT00000027931","mast cell protease 2"
"28034","Snrnp25","287170","Snrnp25-201","ENSRNOT00000027989","small nuclear ribonucleoprotein U11/U12 subunit 25"
"28035","Il9r","24500","Il9r-202","ENSRNOT00000079290","interleukin 9 receptor"
"28036","Pih1d1","292898","Pih1d1-201","ENSRNOT00000028022","PIH1 domain containing 1"
"28037","Exosc5","308441","Exosc5-201","ENSRNOT00000028026","exosome component 5"
